protein_path,ligand_smiles,vina_score,split_name
LYSN_THET2_1_397_0/3cbf_A_rec_2zyj_pgu_lig_tt_docked_0_pocket10.pdb,COc1ccc(-c2ccc(=O)n(CC(=O)N(CC(C)C)[C@H]3CCS(=O)(=O)C3)n2)c(F)c1,-2.3,TRAINING
HGXR_PLAFG_2_231_0/1cjb_A_rec_3ozf_hpa_lig_tt_min_0_pocket10.pdb,N#Cc1cccc(NCCCC(=O)[O-])c1,-6.3,TRAINING
ANM5_HUMAN_2_637_0/5emm_A_rec_5emm_5ql_lig_tt_docked_0_pocket10.pdb,CCC[C@@H]1C[C@@]1([NH3+])C1(c2ccccc2)CCCC1,-7.6,TRAINING
PP1G_HUMAN_2_314_ligBind_0/1u32_A_rec_1jk7_oka_lig_tt_min_0_pocket10.pdb,O=C([O-])C(=O)N1CC[N@@H+]2CCC[C@H]2C1,-4.9,TRAINING
AMPL_BOVIN_33_518_0/1lcp_A_rec_1lcp_plu_lig_tt_docked_1_pocket10.pdb,CCOc1ccc(-c2nc(SCC(=O)Nc3cc(C)cc(C)c3)n3[nH]c(=O)cc3n2)cc1,-6.5,TRAINING
NANB_STRPN_38_697_0/4xjw_A_rec_4xhb_17y_lig_tt_min_0_pocket10.pdb,[NH3+]C[C@]1([C@@H](O)c2ccc3c(c2)OCCO3)CCOC1,-6.5,TRAINING
HGXR_PLAFG_2_231_0/1cjb_A_rec_3ozf_hpa_lig_tt_min_0_pocket10.pdb,[NH3+][C@@H]1CC[C@@H](Nc2c(Cl)cc(Cl)cc2Cl)C1,-7.4,TRAINING
OXDA_HUMAN_1_347_0/3g3e_B_rec_3znp_se2_lig_tt_min_0_pocket10.pdb,Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C,-9.7,TRAINING
TOP1_HUMAN_202_765_0/1lpq_A_rec_1nh3_car_lig_tt_min_0_pocket10.pdb,CCOc1ccc(NC(=S)NNC(=O)c2cc(Cl)sc2Cl)cc1,-5.4,TRAINING
MBL1_RAT_124_238_0/1afa_3_rec_1afa_mbg_lig_tt_docked_0_pocket10.pdb,Cn1cnc2c1c(=O)n(CC(=O)Oc1ccc(-c3ccc(Br)cc3)cc1)c(=O)n2C,-6.1,TRAINING
POLG_HCV1_2420_2991_0/3qgi_A_rec_3qgh_63f_lig_tt_docked_0_pocket10.pdb,COc1cc([N+](=O)[O-])ccc1NC(=O)[C@@H](C)Oc1cc(C)cc(C)c1,-7.7,TRAINING
CDK2_HUMAN_1_298_0/4cfv_A_rec_1fvv_107_lig_tt_min_0_pocket10.pdb,OCCc1c(F)c(F)c(F)c(F)c1F,-6.2,TRAINING
ISPD_ARATH_75_302_0/2yc5_A_rec_2ycm_30a_lig_tt_docked_0_pocket10.pdb,Cc1cc(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)ccc1NC(=O)c1ccco1,-6.6,TRAINING
DPO3B_HELPY_1_374_0/5g48_A_rec_5g48_1fl_lig_tt_min_0_pocket10.pdb,CCC1CCC(=NNC(N)=[NH2+])CC1,-6.1,TRAINING
MTN1_ARATH_1_267_0/2qsu_B_rec_2qtg_mth_lig_tt_min_0_pocket10.pdb,COC(=O)c1c(C)[nH]c2c1C(=O)CC2,-4.3,TRAINING
OX1R_HUMAN_1_380_0/4zjc_A_rec_4zjc_4ot_lig_tt_docked_1_pocket10.pdb,COc1cc2c(cc1OC)[C@H](c1cccs1)N(C(=O)[C@H]1Cc3ccccc31)CC2,-8.9,TRAINING
TSPO_RHOSH_2_157_0/5duo_A_rec_4uc2_olc_lig_tt_min_0_pocket10.pdb,Cc1ccccc1CCC(=O)N(C)[C@H]1CS(=O)(=O)c2ccc(Cl)cc21,-7.1,TRAINING
POL_HV1B1_826_919_0/5tw3_A_rec_5tuq_j63_lig_tt_min_0_pocket10.pdb,COc1ccc(NC(=O)N2CCN(c3c(C)nn([C@@H]4CCS(=O)(=O)C4)c3C)CC2)cc1OC,-8.0,TRAINING
PGK1_HUMAN_2_417_0/5m3u_A_rec_5m3u_adp_lig_tt_min_0_pocket10.pdb,C[C@H](NC(=O)[C@@H]1C[N+](C2CCCCC2)=C[C@H](C(=O)NC(C)(C)C)C1=O)c1nc2ccccc2[nH]1,-7.8,VALIDATION
CD1D_HUMAN_20_296_0/3u0p_C_rec_3tzv_hex_lig_tt_min_0_pocket10.pdb,CCN(Cc1n[nH]c(=O)[nH]1)c1ccccc1C,-7.0,TRAINING
PCP1_AMPCA_57_207_0/3iiu_M_rec_1ppr_pid_lig_tt_docked_0_pocket10.pdb,CCOC(=O)[C@H](Br)c1cccc(Cl)c1,-5.2,TRAINING
TOXB_CLODI_2_544_0/5uqt_A_rec_5uqt_agi_lig_tt_min_0_pocket10.pdb,CCN[C@@]1(C#N)CC[C@H](N2CCC(C(F)(F)F)CC2)C1,-4.0,TRAINING
BPHA_COMTE_1_457_0/3gzy_A_rec_3gzx_bnl_lig_tt_min_0_pocket10.pdb,COc1ccccc1Cn1c([C@@H]2CC(=O)N(CCc3ccccc3)C2)nc2ccccc21,-7.0,TRAINING
DHI1_MOUSE_25_291_0/1y5r_B_rec_5pgz_8kg_lig_tt_min_0_pocket10.pdb,O=C(Cl)COc1ccc2c(c1)CCC2,-6.3,TRAINING
KMT5A_HUMAN_231_392_0/1zkk_C_rec_1zkk_sah_lig_tt_min_0_pocket10.pdb,COCC(=O)N[C@@H]1CCO[C@@H]1c1ccccc1,-7.1,TRAINING
MENC_ECOLI_1_320_0/1fhv_A_rec_1r6w_164_lig_tt_docked_11_pocket10.pdb,CCc1ccc(N2C(=O)N(c3ccccc3OC)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1,-7.7,TRAINING
POLG_HCVJF_2442_3011_0/4wtj_A_rec_4wtc_cdp_lig_tt_min_0_pocket10.pdb,CCN1C(=O)/C(=C/c2ccccc2I)SC1=S,-4.9,VALIDATION
BPHA1_RHOJR_1_460_0/1ulj_A_rec_1ulj_bnl_lig_tt_docked_3_pocket10.pdb,CC(C)[C@H](C)SC1CCS(=O)(=O)CC1,-3.8,TRAINING
DAPF_ARATH_52_362_0/3ejx_A_rec_3ejx_zdp_lig_tt_min_0_pocket10.pdb,C[C@H](O)CN(C)C(=O)N[C@H](C)c1cccc(N2CCCC2=O)c1,-4.6,TRAINING
BODG_HUMAN_1_387_0/4cwd_A_rec_4bgm_oga_lig_tt_docked_13_pocket10.pdb,O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,-9.6,TRAINING
CSK21_HUMAN_1_335_ATPsite_0/5cu4_A_rec_5cu4_54s_lig_tt_docked_0_pocket10.pdb,Cc1sc(NC(=O)c2ccc3c(c2)ncn3C)nc1-c1ccc2c(c1)OCCO2,-9.9,TRAINING
ST1A3_HUMAN_1_295_0/2a3r_A_rec_2a3r_a3p_lig_tt_docked_1_pocket10.pdb,CC(C)c1nc(C[NH2+]Cc2csc(Br)c2)cs1,-7.2,TRAINING
SYT_STAAW_1_645_0/1nyq_A_rec_1nyq_tsb_lig_tt_min_0_pocket10.pdb,C[C@H](c1ccccc1)[N@H+]1CCn2c(nc3cc(NC(=O)c4ccccc4Cl)ccc32)C1,-8.0,TRAINING
DPOLL_HUMAN_327_575_0/3pml_A_rec_1xsp_ppv_lig_tt_docked_1_pocket10.pdb,Cc1cc(C)n(-c2ccc(Cl)c(C(=O)NC[C@@H](C)C[NH+]3CCCC3)n2)n1,-6.3,TRAINING
KAE1B_METJA_1_338_ATPsite_0/5jmv_A_rec_5jmv_amp_lig_tt_docked_0_pocket10.pdb,COc1ccc(-c2nsc(NC(=O)COc3cccc(C)c3)n2)cc1OC,-7.6,TRAINING
AVID_CHICK_25_150_0/3vhi_A_rec_3vhi_vhi_lig_tt_docked_0_pocket10.pdb,CC(C)CC(=O)Nc1ccc2c(c1)nc(CCNC(=O)[C@H]1COc3ccccc3O1)n2C,-9.5,TRAINING
CHIA_HUMAN_20_404_0/3rm8_A_rec_3rm9_613_lig_tt_docked_1_pocket10.pdb,C[C@@H](Nc1ncccc1C#N)c1ccc2c(c1)NC(=O)CO2,-7.6,TRAINING
CELA1_PIG_27_266_0/1ele_E_rec_1ela_0z1_lig_tt_min_0_pocket10.pdb,Cc1ccc(NC(=O)c2nnc([C@H]3CCCN(C(=O)Nc4ccc(F)cc4F)C3)s2)cc1,-7.2,VALIDATION
KIF11_HUMAN_2_368_0/4a5y_A_rec_2g1q_n9h_lig_tt_docked_1_pocket10.pdb,CCN(CC(=O)NC(C)(C)C)C(=O)Cc1csc(-c2ccc(Cl)s2)n1,-8.0,TRAINING
BTK_HUMAN_2_170_0/1bwn_A_rec_1bwn_4ip_lig_tt_docked_0_pocket10.pdb,COc1cccc(/C=C/C(=O)c2ccc(F)cc2)c1O,-5.7,TRAINING
PPTA_ECOLI_2_77_0/1gyx_A_rec_1gyx_bez_lig_tt_docked_1_pocket10.pdb,COC(=O)Cc1ccccc1NC(=O)c1ccc2c(c1)ncn2C(C)C,-6.7,VALIDATION
MEND_ECOLI_1_556_0/5ejm_A_rec_5ej6_td6_lig_tt_min_0_pocket10.pdb,C[C@H](C(=O)[O-])N1CCc2ccccc21,-6.2,TRAINING
PTPRB_HUMAN_1666_1972_0/2i5x_B_rec_2i5x_ua5_lig_tt_min_0_pocket10.pdb,Brc1ccc(CSc2nc3ncccc3[nH]2)cc1,-6.1,TRAINING
BEV1A_BETPN_2_160_0/4a83_A_rec_4a81_dxc_lig_tt_docked_0_pocket10.pdb,COc1ncccc1CN1CCCc2ccc(N)cc21,-7.8,TRAINING
OBL_OBELO_1_195_0/4n1g_A_rec_2f8p_cei_lig_tt_docked_0_pocket10.pdb,Cc1ccc(C[NH2+]C[C@H]2CC[N@H+](C3CC3)C2)o1,-7.6,TRAINING
TETR2_ECOLX_1_203_0/4ac0_A_rec_4ac0_miy_lig_tt_docked_0_pocket10.pdb,CC[C@@H](C)NC(=O)CCc1ccccc1,-6.7,TRAINING
NMNA1_HUMAN_1_279_0/1kr2_C_rec_1gzu_nmn_lig_tt_min_0_pocket10.pdb,CC[C@@H]1C(=O)NC(=O)C[C@@]1(C)Cc1ccc(OC)cc1,-6.4,VALIDATION
IMPA1_HUMAN_1_277_0/1awb_B_rec_1awb_ipd_lig_tt_docked_0_pocket10.pdb,Cc1ccc(C(=O)Nc2cccc3c2C(=O)N(c2ccccc2)C3=O)cc1[N+](=O)[O-],-7.5,TRAINING
IPK_THEAC_1_245_0/3lkk_A_rec_3ll5_atp_lig_tt_docked_0_pocket10.pdb,COc1ccc(/C=C/C(=O)Nc2cccc(C)n2)cc1,-6.3,TRAINING
PB1_HUMAN_644_766_0/3mb4_A_rec_5ii1_6bl_lig_tt_docked_3_pocket10.pdb,C[C@@H](C[NH2+][C@H]1CCCc2c1cnn2C)[S@](C)=O,-5.6,TRAINING
LEG1_HUMAN_2_135_0/4q1p_B_rec_3oyw_tdg_lig_tt_min_0_pocket10.pdb,Cc1noc(C)c1CCCNC(=O)N1CCOC[C@H]1CC(C)C,-5.4,TRAINING
METF_ECOLI_3_296_0/3fsu_A_rec_3fsu_mry_lig_tt_min_0_pocket10.pdb,CCOC(=O)C1(C)CC[NH+]([C@H](C)C(=O)Nc2cc(Cl)ccc2C)CC1,-7.0,TRAINING
ADCYA_HUMAN_1_469_0/4clz_A_rec_4clz_4ds_lig_tt_min_0_pocket10.pdb,CS(=O)(=O)N1CCC(C(=O)OCc2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)CC1,-8.8,TRAINING
STRAA_HUMAN_59_431_ATPsite_0/3gni_B_rec_2wtk_anp_lig_tt_min_0_pocket10.pdb,CN1C(=O)[C@@H](CC(=O)Nc2ccccc2C(=O)N2CCOCC2)S/C1=N\c1ccccc1F,-9.3,TRAINING
SYT_PYRAB_1_145_0/3pd4_A_rec_3pd3_a3t_lig_tt_min_0_pocket10.pdb,Cc1onc(-c2ccccc2)c1C(=O)N1CCN(S(=O)(=O)c2ccccc2F)CC1,-7.8,TRAINING
TRPA_SALTY_1_268_0/1fuy_A_rec_1k8y_13p_lig_tt_docked_4_pocket10.pdb,COC(=O)[C@@H]1C(C)=NC2=C(C(=O)[C@H](C(=O)OC)[C@H](c3cccs3)C2)[C@@H]1c1ccsc1,-1.7,TRAINING
PARE_STRPN_397_647_0/3rad_D_rec_3rad_nfx_lig_tt_min_0_pocket10.pdb,Nc1ccc2c(c1)CN(c1cccc[nH+]1)CC2,-4.1,TRAINING
PYL3_ARATH_18_208_0/5jo1_A_rec_4jda_a9s_lig_tt_min_0_pocket10.pdb,CCc1nn(C)cc1CNC(=O)c1cnc2ccccn2c1=O,-6.7,TRAINING
KKCC2_HUMAN_159_449_0/5vt1_A_rec_5vt1_9js_lig_tt_min_0_pocket10.pdb,COc1ccc(NC(=O)C(=O)NCCCn2ccc3ccccc32)c(Cl)c1,-8.2,TRAINING
STRH_STRPN_179_625_0/2yl6_A_rec_4az6_oan_lig_tt_min_0_pocket10.pdb,CCOc1ccccc1Nc1nc(-c2ccc(O)cc2)cs1,-7.6,TRAINING
FTO_HUMAN_32_505_0/4qkn_A_rec_4qkn_oga_lig_tt_min_0_pocket10.pdb,CC(=O)NCCNC(=O)N1CCC[C@@H]1c1cccc(Cl)c1,-5.4,TRAINING
LPXD_ECOLI_2_341_0/4ihf_C_rec_4ihf_1f7_lig_tt_min_0_pocket10.pdb,CSc1ccc(-n2cc(N)nn2)cc1,-3.5,TRAINING
PGK1_HUMAN_2_417_0/5m3u_A_rec_5m3u_adp_lig_tt_min_0_pocket10.pdb,CCOC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)CCN3C(=O)CC)c1,-7.5,VALIDATION
BUB1_HUMAN_723_1085_ATPsite_0/4qpm_A_rec_4qpm_adp_lig_tt_docked_0_pocket10.pdb,CCOc1ccccc1[C@@]1(O)C[C@H]1C,-6.3,TRAINING
RPE65_BOVIN_1_533_0/5ul5_A_rec_4rse_a6v_lig_tt_min_0_pocket10.pdb,O=C(c1ccc(Cl)cc1)[C@@H]1[C@@H]2C(=O)N(c3cccc(Cl)c3)C(=O)[C@@H]2[C@@H]2c3ccccc3C=NN12,-5.9,TRAINING
NAO_FUSOX_2_439_0/3d9e_D_rec_2c12_spm_lig_tt_min_0_pocket10.pdb,COc1ccc(-n2ccnc2-c2nccn2[C@@H](C)c2ccco2)cc1,-8.2,TRAINING
NR1I3_HUMAN_103_352_ligBind_0/1xvp_D_rec_1xvp_cid_lig_tt_docked_1_pocket10.pdb,COc1ccccc1-c1cc(N2CCC[NH2+]CC2)n[nH]1,-8.2,VALIDATION
ISPF_BURP1_1_162_0/3f0g_D_rec_3p0z_ctn_lig_tt_docked_0_pocket10.pdb,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-4.6,TRAINING
FTSI_PSEAE_42_579_0/4kqq_B_rec_4kqq_vpp_lig_tt_min_0_pocket10.pdb,[NH3+][C@@H]1CC[C@H](Nc2ccc[nH+]c2N2CCCC2)C1,-7.2,TRAINING
ROCK2_HUMAN_21_417_0/2h9v_A_rec_2h9v_y27_lig_tt_docked_3_pocket10.pdb,CCOc1ccccc1[C@H]1[C@H]2[NH+]=c3ccccc3=C2CCN1C(=O)c1nc2ncccn2n1,-6.2,TRAINING
SYRC_HUMAN_71_660_0/4q2x_A_rec_4q2x_ggb_lig_tt_min_0_pocket10.pdb,CCCNc1nnc(S(=O)(=O)CC)s1,-4.6,TRAINING
DEF_LEPIN_2_178_0/1sv2_A_rec_1sv2_dtt_lig_tt_min_0_pocket10.pdb,C[C@H]1C[C@](O)(c2cccc(F)c2)CS1,-6.0,TRAINING
PDE4D_HUMAN_383_715_0/3iak_A_rec_1y2d_4de_lig_tt_docked_16_pocket10.pdb,Cc1cc(C)cc(S(=O)(=O)N[C@H]2C(C)(C)[C@H]([NH3+])C2(C)C)c1,-7.8,TRAINING
POLI_HUMAN_51_444_0/2dpi_A_rec_2alz_dcp_lig_tt_docked_1_pocket10.pdb,CN(Cc1ccco1)C(=O)c1nn(C)c2c1C[C@@H]([NH2+]CC1(O)CCCCC1)CC2,-7.4,TRAINING
PARP1_HUMAN_775_1012_0/4zzz_A_rec_4r5w_xav_lig_tt_min_0_pocket10.pdb,Cc1c([C@H]2CC(=O)N[C@H]2CC(C)C)cnn1C,-6.8,TRAINING
PCKGC_HUMAN_1_622_0/4ywd_A_rec_1khf_pep_lig_tt_min_0_pocket10.pdb,C[C@@H]1CN(c2cc(CNc3ccc([N+](=O)[O-])cc3)cc[nH+]2)CCO1,-7.2,TRAINING
CYB2_YEAST_181_591_0/1lco_A_rec_2oz0_pyr_lig_tt_docked_4_pocket10.pdb,C[C@H](Sc1nnc(-c2ccc(C(C)(C)C)cc2)n1N)C(=O)N(C)Cc1ccccc1,-7.6,TRAINING
KTHY_MYCTU_1_213_0/1n5j_A_rec_1n5j_tyd_lig_tt_min_0_pocket10.pdb,O=c1cccc2n1C[C@@H]1C[C@H]2CN(c2nc(N3CCOCC3)nc(N3CCOCC3)n2)C1,-8.4,TRAINING
DAPP1_HUMAN_148_273_0/1fao_A_rec_1fao_4ip_lig_tt_docked_0_pocket10.pdb,Cc1ccc2c(c1)N[C@]1(CCOC1)CN2,-4.5,TRAINING
TPK1_MOUSE_2_243_0/1ig3_A_rec_1ig3_vib_lig_tt_docked_0_pocket10.pdb,Cc1ccc2[nH]c(=O)c(CN(Cc3ccccc3)C(=S)Nc3ccccc3)cc2c1,-7.3,TRAINING
AMPC_ECOLI_20_377_0/2hdu_A_rec_4kz3_1u1_lig_tt_min_0_pocket10.pdb,O=C(c1cccc(S(=O)(=O)N2CCc3ccccc32)c1)N1CCN(Cc2ccncc2)CC1,-7.4,TRAINING
PANC_MYCTU_1_301_0/3img_A_rec_3ioc_a5d_lig_tt_docked_1_pocket10.pdb,Cc1cccc(NNC(=O)CN(C)S(=O)(=O)c2ccc(C#N)cc2)c1,-8.3,TRAINING
CHS2_MEDSA_1_389_0/1d6i_A_rec_1chw_hxc_lig_tt_docked_5_pocket10.pdb,COc1ccc(Cl)cc1NC(=O)C(=O)NC[C@H](c1ccc2c(c1)CCN2C)[NH+]1CCCC1,-8.9,TRAINING
HDAC4_HUMAN_646_1045_0/5a2s_B_rec_4cbt_9f4_lig_tt_docked_1_pocket10.pdb,Cc1ccc(CN(C)C(=O)c2cccc(S(=O)(=O)N3CCCc4ccccc43)c2)o1,-9.5,TRAINING
ROCK1_HUMAN_5_414_0/2etr_B_rec_3ndm_3nd_lig_tt_min_0_pocket10.pdb,CNC(=O)[C@@H]1CCC[N@@H+]1Cc1ccc(C)c(F)c1,-7.4,TRAINING
OX1R_HUMAN_1_380_0/4zjc_A_rec_4zjc_4ot_lig_tt_docked_1_pocket10.pdb,Cc1ccc(NC(=O)Cn2c(=O)nc(N3CCC(C)CC3)c3ccccc32)cc1Cl,-9.6,TRAINING
ST1A1_HUMAN_1_295_0/2d06_A_rec_3u3o_3qv_lig_tt_min_0_pocket10.pdb,COc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(C)cc1C,-10.0,TRAINING
HGF_HUMAN_29_126_0/1gmn_A_rec_3mkp_sgn_lig_tt_min_0_pocket10.pdb,COC(=O)C[C@H](NC(=O)c1ccc2c(c1)C(=O)N(C)C2=O)c1ccc(Cl)cc1,-4.7,TRAINING
TPA1_YEAST_17_644_0/4nhm_A_rec_4nhk_pd2_lig_tt_min_0_pocket10.pdb,CC(C)(C)C(=O)N1CCC[N@@H+](CC(=O)NCC2(c3ccccc3)CCC2)CC1,-8.0,VALIDATION
MXIM_SHIFL_28_142_0/1y9t_A_rec_1y9l_und_lig_tt_min_0_pocket10.pdb,C[C@@H]1CN(c2cc(CNc3ccc([N+](=O)[O-])cc3)cc[nH+]2)CCO1,-8.6,TRAINING
NR5A2_HUMAN_295_540_0/3plz_B_rec_3plz_470_lig_tt_docked_1_pocket10.pdb,COc1ccc(N/C=C2/C(=O)c3sccc3N(Cc3ccccc3)S2(=O)=O)cc1Cl,-8.6,TRAINING
GRIK1_HUMAN_444_820_0/4dld_A_rec_5neb_8ve_lig_tt_docked_0_pocket10.pdb,C=CCn1nnnc1S[C@H](C)C(=O)N(C)Cc1ccc(Br)cc1,-6.4,TRAINING
AMPE_HUMAN_76_957_0/4kxb_A_rec_4kxb_bes_lig_tt_min_0_pocket10.pdb,Cc1ccccc1NS(=O)(=O)c1ccc(C(=O)NN2C(=O)NC3(CCCCC3)C2=O)cc1,-9.4,TRAINING
FPPS_HUMAN_69_419_allosteric_0/5jv1_F_rec_5diq_5b9_lig_tt_docked_1_pocket10.pdb,COC(=O)c1cc(OCC(=O)Nc2ccc(OC)cc2)c2cc(C)ccc2n1,-7.3,TRAINING
CETP_HUMAN_18_493_0/4ews_A_rec_4ews_0rp_lig_tt_docked_1_pocket10.pdb,Cc1c(Cl)cccc1N1C(N)=C(C#N)[C@H](c2ccccc2)C2=C1CCCC2=O,-8.3,TRAINING
CSN5_HUMAN_10_250_0/5joh_A_rec_5joh_6m3_lig_tt_min_0_pocket10.pdb,C[C@H]1CCCN(C(=O)CSc2nnc(Cc3cccs3)n2C2CC2)C1,-5.6,TRAINING
BODG_HUMAN_1_387_0/4cwd_A_rec_4bgm_oga_lig_tt_docked_13_pocket10.pdb,O=C1NC=N[C@H]2C[NH2+]CC[C@@H]12,-5.4,TRAINING
CLH1_HUMAN_1_362_0/2xzg_A_rec_2xzg_vh1_lig_tt_min_0_pocket10.pdb,O=C(N[C@@H](C(=O)N/N=C/c1ccncc1)c1n[nH]c(=O)c2ccccc12)c1ccccc1,-8.0,TRAINING
4OT_BACSU_2_62_0/2opa_A_rec_2opa_fhc_lig_tt_docked_7_pocket10.pdb,O=C(Nc1cccs1)N1CCC[C@@H](C(=O)N2CCN(c3cccc(Cl)c3Cl)CC2)C1,-6.3,TRAINING
GLPG_ECOLI_90_273_0/2xtu_A_rec_2xtu_bng_lig_tt_docked_9_pocket10.pdb,CCC(=O)Nc1cc(NC(=S)NC(=O)c2ccco2)ccc1C,-6.4,TRAINING
PPHA_VARSP_1_290_0/2hjp_A_rec_2hjp_ppr_lig_tt_min_0_pocket10.pdb,Cc1ccc(-c2onc3ccc([C@@H]4NC(=O)C(C#N)=C([S-])N4c4ccccc4)cc23)cc1,-6.2,TRAINING
RORG_HUMAN_262_508_0/5ejv_B_rec_5ejv_444_lig_tt_docked_0_pocket10.pdb,CC(C)n1nnnc1-c1cccc(C(=O)NCc2nc3ccccc3n2Cc2ccccc2)c1,-10.9,TRAINING
HNMT_HUMAN_1_292_0/2aov_A_rec_2aov_c2m_lig_tt_min_0_pocket10.pdb,C[C@@H]1CCc2ccccc2N1CCC(=O)N[C@@H](C)CC[NH+](C)C,-8.4,TRAINING
HPGDS_HUMAN_1_199_0/2vd0_B_rec_2vd0_d27_lig_tt_min_0_pocket10.pdb,O=Cc1ccc(-c2ccc(-c3ccccc3)cc2)o1,-8.7,TRAINING
PLMN_HUMAN_101_183_0/1cea_A_rec_1ceb_amh_lig_tt_docked_2_pocket10.pdb,COC(=O)c1cc(/C=C/C(=O)N(Cc2ccccc2)[C@H]2CCS(=O)(=O)C2)oc1C,-5.2,TRAINING
TP4A1_HUMAN_2_166_0/5bx1_A_rec_5bx1_4xa_lig_tt_min_0_pocket10.pdb,CSC(C)(C)CNC(=O)c1ccc(-n2cccn2)c(F)c1,-4.5,TRAINING
PBP_BOMMO_23_159_0/1dqe_A_rec_2p70_prz_lig_tt_docked_7_pocket10.pdb,COc1ccc(OC)c(N2C(=O)[C@H]3[C@@H](C2=O)[C@]2(C(=O)Nc4c2ccc(C)c4C)N2CCC[C@@H]32)c1,-4.2,TRAINING
IDUA_HUMAN_27_653_0/4mj2_A_rec_4kgl_idj_lig_tt_docked_0_pocket10.pdb,O=C1CN(C(=O)[C@H]2COc3ccc(F)cc3C2)c2ccccc2N1,-6.0,TRAINING
PDK3_HUMAN_8_406_ATP_0/1y8p_A_rec_1y8o_adp_lig_tt_min_0_pocket10.pdb,O=C(COc1ccccc1C(=O)N1CCOCC1)Nc1ccc(Cl)c(C(F)(F)F)c1,-8.3,VALIDATION
EIS_MYCTU_1_402_0/3sxo_B_rec_5ebv_coa_lig_tt_min_0_pocket10.pdb,CO[P@@](=O)(O)O[P@@](=O)(O)OCC(C)(C)[C@@H](O)C(N)=O,-4.9,TRAINING
MTTA_THEAQ_3_420_0/1aqj_B_rec_1aqi_sah_lig_tt_min_0_pocket10.pdb,C[C@@]1(C(=O)NCc2ccccc2Cl)Cn2cnc(C(=O)NCc3ccccn3)c2C(=O)N1C1CC1,-8.2,TRAINING
ROCK1_HUMAN_5_414_0/2etr_B_rec_3ndm_3nd_lig_tt_min_0_pocket10.pdb,Cc1ccc(C)c2sc(OC3CCN(C(=O)[C@@H]4CC(=O)N(c5ccc(F)cc5)C4)CC3)nc12,-10.0,TRAINING
DNPH1_RAT_9_152_0/4fyk_A_rec_4kxl_6c6_lig_tt_docked_0_pocket10.pdb,COCC(=O)N(CCC(N)=O)c1ccccc1,-6.4,TRAINING
XYLA_STRAL_1_388_0/4qee_A_rec_1s5m_glc_lig_tt_docked_9_pocket10.pdb,O=C(Cc1ccccc1)NN[C@H](C(=O)Nc1cc(Cl)cc(Cl)c1)c1ccccc1,-7.3,TRAINING
CATA_RHOOP_2_270_0/3hkp_A_rec_3hgi_bez_lig_tt_docked_0_pocket10.pdb,COC(=O)c1ccc(N2C(=O)/C(=C/c3c[nH]c4ccccc34)SC2=S)cc1,-5.1,TRAINING
DEOD_ECOLI_2_238_0/1pr0_A_rec_1ov6_dbm_lig_tt_min_0_pocket10.pdb,COc1ccc(C(=O)C2CCN(C(=O)N[C@@H]3CCCC3(C)C)CC2)cc1,-7.8,TRAINING
SERA_HUMAN_95_308_0/5n53_B_rec_5ofv_9tz_lig_tt_docked_2_pocket10.pdb,CN(CC[C@@H]1CCCC[N@@H+]1C)C(=O)NCc1ccc(F)c(Cl)c1,-6.5,TRAINING
TYSY_HUMAN_25_313_pep_0/3ehi_X_rec_4g2o_tiy_lig_tt_min_0_pocket10.pdb,CSc1nc(-c2ccco2)nc(C)c1C(=O)NCC[C@@H](O)C(C)C,-6.2,TRAINING
CTRA_BOVIN_9_245_0/3vgc_B_rec_2cha_tsu_lig_tt_docked_10_pocket10.pdb,CC(=O)C1=C(C)C(C(=O)CSc2nnc(-c3ccncc3)n2-c2cccc(Cl)c2C)=N[C@@H]1C,-7.1,TRAINING
OPSD_HUMAN_1_348_alloEH567_0/1l9h_A_rec_1l9h_bng_lig_tt_min_0_pocket10.pdb,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-4.5,TRAINING
BLA1_STEMA_22_290_0/2hb9_A_rec_2gfk_vii_lig_tt_min_0_pocket10.pdb,Cc1cc(C)c(N2C(=O)NC(=O)/C(=C/N[C@@H]3C[C@H]4CC[C@]3(C)C4(C)C)C2=O)c(C)c1,-8.5,TRAINING
CP142_MYCS2_1_401_0/4tri_A_rec_2yoo_k2b_lig_tt_min_0_pocket10.pdb,CCC(=O)N1CCc2cc([C@H](O)C[N@@H+]3CCCC[C@@H]3C)ccc21,-8.1,TRAINING
NR1I3_HUMAN_103_352_ligBind_0/1xvp_D_rec_1xvp_cid_lig_tt_docked_1_pocket10.pdb,COc1cc([C@H]2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)ccc1O,-10.4,VALIDATION
